* Measurement data measured by REW V5.31.3
* Source: Scarlett 2i2 4th Gen, MICROPHONE, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -12.2 dBFS using a loopback as a timing reference
* Dated: May 16, 2026 9:44:05 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 10.4477 ms (3.584 m, 11 ft 9.1 in)  relative to Loopback from SPEAKER L to MICROPHONE 2 with no timing offset
* Measurement: L+R sedacka_doma_loopback May 16
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1671.983398 108.387 129.8096
1684.099243 108.618 73.8525
1696.302856 108.809 17.3916
1708.594971 108.892 -39.0615
1720.976196 108.842 -94.8076
1733.447144 108.676 -148.9453
1746.008423 108.457 159.4102
1758.660645 108.294 110.2207
1771.404663 108.287 61.5938
1784.240967 108.434 11.2461
1797.170288 108.619 -41.3691
1810.193359 108.707 -95.0625
1823.310791 108.655 -148.0117
1836.523193 108.550 160.7158
1849.831421 108.521 109.9072
1863.236084 108.605 57.1943
1876.737793 108.718 1.4395
1890.337524 108.745 -56.8223
1904.035645 108.628 -116.4668
1917.833008 108.369 -176.4668
1931.730469 108.010 124.1104
1945.728638 107.622 66.0312
1959.828125 107.304 9.4824
1974.029907 107.155 -46.7031
1988.334473 107.197 -104.3936
2002.742798 107.347 -164.5049
2017.255493 107.487 133.1865
2031.873291 107.550 69.2490
2046.597168 107.552 3.8379
2061.427734 107.533 -63.3984
2076.365479 107.479 -132.8584
2091.411865 107.334 155.3662
2106.566895 107.069 81.4951
2121.832031 106.745 5.6533
2137.207764 106.480 -72.3398
2152.694824 106.350 -152.7314
2168.294189 106.323 124.9307
2184.006592 106.297 42.2686
2199.832764 106.196 -38.7402
2215.773682 106.008 -116.8506
2231.830078 105.768 168.2939
2248.002686 105.527 96.9082
2264.292725 105.328 29.5547
2280.700684 105.196 -33.6670
2297.227539 105.122 -95.1289
2313.874268 105.056 -158.8584
2330.641602 104.952 133.4473
2347.530273 104.807 62.7021
2364.541504 104.649 -9.6406
2381.676025 104.514 -82.5977
2398.934570 104.412 -155.7695
2416.318359 104.297 131.0039
2433.827881 104.124 58.0225
2451.464355 103.932 -14.3164
2469.228760 103.845 -85.7539
2487.121826 103.959 -156.0508
2505.144531 104.253 135.8271
2523.297852 104.622 72.8789
2541.582764 104.972 17.3340
2560.000000 105.242 -39.0947
2578.550781 105.399 -105.2432
2597.236084 105.444 -178.8760
2616.056641 105.367 103.5205
2635.013672 105.143 24.0273
2654.108154 104.772 -55.8086
2673.340820 104.303 -134.8271
2692.713135 103.833 147.6299
2712.225586 103.466 71.6426
2731.879395 103.250 -3.2803
2751.675781 103.129 -77.9180
2771.615479 102.993 -152.7822
2791.699707 102.779 131.9834
2811.929688 102.518 55.9199
2832.305908 102.284 -21.1592
2852.830078 102.154 -98.8105
2873.502930 102.183 -176.9668
2894.325439 102.376 103.4805
2915.298828 102.667 21.6338
2936.424316 102.958 -62.5186
2957.702881 103.176 -148.3174
2979.135742 103.283 124.9766
3000.723633 103.263 38.0371
3022.468262 103.114 -48.3115
3044.370117 102.866 -133.6465
3066.430908 102.560 141.0547
3088.651611 102.254 54.3789
3111.033203 102.039 -34.2246
3133.577148 102.016 -125.0703
3156.284180 102.244 143.2832
3179.156006 102.692 -125.0117
3202.193359 103.262 134.3271
3225.397949 103.860 36.0107
3248.770508 104.422 -63.1523
3272.312500 104.909 -162.7539
3296.024902 105.297 97.5234
3319.909180 105.572 -2.1387
3343.966797 105.732 -101.5176
3368.198486 105.803 159.6348
3392.605713 105.841 61.3438
3417.189941 105.911 -36.7148
3441.952393 106.064 -135.0352
3466.894287 106.310 126.0215
3492.016846 106.619 26.2207
3517.321289 106.922 -74.6719
3542.809326 107.133 -176.7734
3568.481934 107.188 80.0762
3594.340576 107.072 -23.8750
3620.386719 106.811 -128.3691
3646.621582 106.451 126.9512
3673.046387 106.052 22.3594
3699.662842 105.664 -82.1328
3726.472168 105.306 173.4492
3753.475586 104.969 69.7109
3780.675049 104.650 -30.8633
3808.071289 104.389 -122.9883
3835.666016 104.261 155.2812
3863.460938 104.309 69.6309
3891.457275 104.494 -27.1133
3919.656250 104.746 -129.7500
3948.059814 105.033 124.9121
3976.668945 105.362 17.0957
4005.485596 105.733 -93.5352
4034.510986 106.129 153.2773
4063.746582 106.512 38.0762
4093.194336 106.822 -78.6758
4122.855469 106.987 163.4746
4152.730957 106.966 45.0996
4182.823730 106.768 -73.3848
4213.133789 106.426 168.2695
4243.664062 105.998 50.2207
4274.415527 105.572 -67.4570
4305.389648 105.240 175.1738
4336.588379 105.073 57.7812
4368.013184 105.092 -60.3984
4399.665527 105.255 179.8125
4431.547363 105.487 57.9746
4463.660156 105.715 -65.8574
4496.005371 105.894 168.7598
4528.585449 106.014 42.3652
4561.401367 106.092 -84.6953
4594.455078 106.149 147.5137
4627.748535 106.179 18.5410
4661.283203 106.140 -111.7832
4695.060547 106.000 117.0801
4729.083008 105.797 -13.9238
4763.352051 105.626 -144.2363
4797.869141 105.557 86.4355
4832.636719 105.565 -40.8984
4867.655762 105.570 -163.2051
4902.928711 105.525 80.9941
4938.457520 105.430 -37.5645
4974.243652 105.300 -165.5098
5010.289062 105.153 60.8398
5046.595703 105.050 -74.7422
5083.165527 105.079 148.5762
5120.000000 105.273 9.7070
5157.101562 105.582 -132.2793
5194.472168 105.919 82.6973
5232.113281 106.199 -64.8652
5270.027344 106.355 145.5195
5308.216309 106.351 -5.6406
5346.681641 106.192 -157.8887
5385.426270 105.910 49.0801
5424.451172 105.554 -104.5430
5463.758789 105.173 101.2324
5503.351562 104.780 -53.7852
5543.230957 104.351 150.3594
5583.399414 103.874 -5.6523
5623.859375 103.403 -159.9688
5664.611816 103.055 52.3379
5705.660156 102.942 -73.5137
5747.005859 103.094 178.5723
5788.650879 103.442 37.5918
5830.597656 103.874 -119.7109
5872.848633 104.304 77.4336
5915.405762 104.718 -87.5820
5958.271484 105.146 106.6035
6001.447266 105.620 -59.6484
6044.936523 106.130 133.1621
6088.740234 106.608 -35.8340
6132.861816 106.939 153.0410
6177.303223 107.041 -19.4492
6222.066406 106.922 167.9414
6267.154297 106.669 -4.4844
6312.568359 106.379 -177.5879
6358.312012 106.099 7.8145
6404.386719 105.838 -168.1055
6450.795898 105.610 15.6699
6497.541016 105.443 -159.9199
6544.625000 105.361 25.6719
6592.049805 105.367 -146.1738
6639.818359 105.467 48.2129
6687.933594 105.688 -110.7559
6736.396973 106.058 85.1758
6785.211426 106.560 -83.0879
6834.379883 107.130 99.4258
6883.904785 107.694 -89.4590
6933.788574 108.184 77.3535
6984.033691 108.550 -119.1406
7034.642578 108.765 41.8242
7085.618652 108.842 -158.9277
7136.963867 108.830 -0.7129
7188.681152 108.793 156.7168
7240.773438 108.764 -46.7090
7293.243164 108.748 109.3711
7346.092773 108.770 -93.4023
7399.325684 108.876 68.8789
7452.944336 109.058 -122.2363
7506.951172 109.230 70.5703
7561.350098 109.297 -110.4922
7616.142578 109.226 44.5410
7671.332031 109.044 -167.5684
7726.921875 108.802 -22.7461
7782.914551 108.540 120.6367
7839.312500 108.289 -96.7090
7896.119629 108.067 45.5195
7953.337891 107.898 -172.4551
8010.971191 107.825 -30.7305
8069.021973 107.859 110.0039
