* Measurement data measured by REW V5.31.3
* Source: Scarlett 2i2 4th Gen, MICROPHONE, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -12.2 dBFS using a loopback as a timing reference
* Dated: May 16, 2026 9:43:07 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 5.0806 ms (1.743 m, 5 ft 8.6 in)  relative to Loopback from SPEAKER L to MICROPHONE 2 with no timing offset
* Measurement: L+R uTV_doma_loopback May 16
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
6544.625000 108.145 84.2158
6592.049805 108.340 1.4180
6639.818359 108.762 -79.9189
6687.933594 109.414 -162.4961
6736.396973 110.170 110.7002
6785.211426 110.853 19.0234
6834.379883 111.325 -76.3105
6883.904785 111.519 -173.3594
6933.788574 111.440 90.3145
6984.033691 111.145 -1.8379
7034.642578 110.723 -85.7812
7085.618652 110.276 -163.9121
7136.963867 109.890 112.4668
7188.681152 109.607 20.5566
7240.773438 109.420 -75.8262
7293.243164 109.321 -173.6660
7346.092773 109.324 88.4473
7399.325684 109.438 -9.3809
7452.944336 109.618 -107.7832
7506.951172 109.788 153.0137
7561.350098 109.897 53.9004
7616.142578 109.957 -43.8223
7671.332031 110.023 -139.9727
7726.921875 110.151 123.6406
7782.914551 110.365 24.6680
7839.312500 110.617 -77.9883
7896.119629 110.803 176.2402
7953.337891 110.848 68.9277
8010.971191 110.753 -38.2090
8069.021973 110.596 -143.9375
8127.493164 110.488 111.7969
8186.388672 110.513 7.5098
