* Measurement data measured by REW V5.31.3
* Source: Scarlett 2i2 4th Gen, MICROPHONE, 1, volume: no control
* Format: 256k Log Swept Sine, 2 sweeps at -12.2 dBFS using a loopback as a timing reference
* Dated: May 16, 2026 9:36:47 AM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay 4.5798 ms (1.571 m, 5 ft 1.8 in)  relative to Loopback from SPEAKER L to MICROPHONE 2 with no timing offset
* Measurement: L uTV_doma_loopback May 16
* Smoothing: 1/12 octave
* Frequency Step: 1/96 octave
* Start Frequency: 20.000 Hz
*
* Freq(Hz) SPL(dB) Phase(degrees)
1489.567871 109.497 -42.5288
1500.361816 109.568 -61.6538
1511.234131 109.625 -81.2271
1522.185059 109.587 -101.7739
1533.215454 109.390 -122.7900
1544.325806 109.033 -143.3799
1555.516602 108.548 -163.3174
1566.788574 107.968 177.1475
1578.142090 107.339 158.4204
1589.578003 106.753 141.5171
1601.096680 106.329 126.9731
1612.698975 106.139 113.6313
1624.385254 106.145 98.9209
1636.156250 106.233 81.5059
1648.012451 106.322 62.1660
1659.954590 106.414 42.1235
1671.983398 106.546 21.6992
1684.099243 106.725 0.4805
1696.302856 106.928 -21.6436
1708.594971 107.152 -44.2710
1720.976196 107.413 -66.9277
1733.447144 107.733 -89.2568
1746.008423 108.115 -111.2842
1758.660645 108.524 -133.6631
1771.404663 108.883 -157.1914
1784.240967 109.116 178.1206
1797.170288 109.216 152.9023
1810.193359 109.231 127.5840
1823.310791 109.199 102.3442
1836.523193 109.128 77.3633
1849.831421 108.982 52.5850
1863.236084 108.693 27.8066
1876.737793 108.228 3.0874
1890.337524 107.633 -21.6328
1904.035645 106.977 -46.5859
1917.833008 106.303 -71.5767
1931.730469 105.631 -95.8447
1945.728638 104.999 -118.5474
1959.828125 104.487 -139.4512
1974.029907 104.176 -159.1206
1988.334473 104.102 -178.4624
2002.742798 104.236 161.8345
2017.255493 104.510 141.3237
2031.873291 104.870 119.8027
2046.597168 105.294 97.3931
2061.427734 105.776 74.1631
2076.365479 106.301 50.0220
2091.411865 106.838 24.6392
2106.566895 107.328 -2.4482
2121.832031 107.694 -31.4004
2137.207764 107.886 -61.8501
2152.694824 107.913 -93.2383
2168.294189 107.799 -125.1875
2184.006592 107.555 -157.4292
2199.832764 107.189 170.2744
2215.773682 106.725 138.1045
2231.830078 106.193 106.1313
2248.002686 105.616 74.4463
2264.292725 105.032 43.3135
2280.700684 104.491 13.2485
2297.227539 104.053 -14.5420
2313.874268 103.779 -36.8242
2330.641602 103.741 -47.4585
2347.530273 103.978 -48.6821
2364.541504 104.461 -60.0142
2381.676025 105.111 -83.4458
2398.934570 105.821 -113.0410
2416.318359 106.478 -145.8486
2433.827881 107.005 179.5376
2451.464355 107.368 143.9180
2469.228760 107.544 107.7529
2487.121826 107.525 71.3931
2505.144531 107.317 35.1753
2523.297852 106.951 -0.5220
2541.582764 106.476 -35.3799
2560.000000 105.951 -69.2949
2578.550781 105.426 -102.2192
2597.236084 104.947 -133.8125
2616.056641 104.567 -163.4629
2635.013672 104.326 169.3833
2654.108154 104.254 144.3975
2673.340820 104.365 119.4380
2692.713135 104.637 92.0444
2712.225586 105.012 61.5366
2731.879395 105.416 28.4800
2751.675781 105.783 -6.3711
2771.615479 106.068 -42.3867
2791.699707 106.262 -79.1089
2811.929688 106.377 -116.2646
2832.305908 106.417 -153.6943
2852.830078 106.373 168.7632
2873.502930 106.230 131.3389
2894.325439 105.992 94.3193
2915.298828 105.688 57.9214
2936.424316 105.357 22.2686
2957.702881 105.034 -12.6211
2979.135742 104.754 -46.7437
3000.723633 104.571 -80.3281
3022.468262 104.534 -114.0508
3044.370117 104.653 -148.6387
3066.430908 104.884 175.5664
3088.651611 105.164 138.5859
3111.033203 105.435 100.6699
3133.577148 105.658 62.0244
3156.284180 105.796 22.6748
3179.156006 105.813 -17.2598
3202.193359 105.705 -57.4316
3225.397949 105.505 -97.5186
3248.770508 105.260 -137.3174
3272.312500 105.002 -176.6768
3296.024902 104.759 144.6523
3319.909180 104.572 106.8857
3343.966797 104.497 69.9277
3368.198486 104.584 33.1660
3392.605713 104.842 -4.3809
3417.189941 105.229 -43.4941
3441.952393 105.669 -84.3848
3466.894287 106.086 -126.8086
3492.016846 106.421 -170.3154
3517.321289 106.638 145.5664
3542.809326 106.730 101.2803
3568.481934 106.727 57.2002
3594.340576 106.682 13.5820
3620.386719 106.651 -29.3877
3646.621582 106.690 -71.7881
3673.046387 106.822 -114.1602
3699.662842 107.026 -157.2285
3726.472168 107.258 158.5928
3753.475586 107.485 113.2930
3780.675049 107.691 67.0283
3808.071289 107.854 19.9424
3835.666016 107.947 -27.7666
3863.460938 107.966 -75.8076
3891.457275 107.926 -123.9697
3919.656250 107.848 -172.1582
3948.059814 107.758 139.6680
3976.668945 107.689 91.4805
4005.485596 107.667 43.0928
4034.510986 107.682 -5.7266
4063.746582 107.699 -55.0938
4093.194336 107.686 -104.9873
4122.855469 107.628 -155.3408
4152.730957 107.530 153.9531
4182.823730 107.411 103.0342
4213.133789 107.296 52.0029
4243.664062 107.213 0.8506
4274.415527 107.178 -50.4658
4305.389648 107.191 -102.0127
4336.588379 107.229 -153.9121
4368.013184 107.248 153.7402
4399.665527 107.213 101.0547
4431.547363 107.118 48.1475
4463.660156 106.968 -5.0342
4496.005371 106.760 -58.5371
